station_name,latitude,longitude,charging_power,total_slots,occupied_slots
"The Grand Legacy, Panchgani-Mahabaleshwar Road",17.92655754,73.69586565,60,7,4
"Morya Transport Terminus, MIDC Bhosari",18.621396,73.8384375,60,10,2
"The Gateway Hotel, Ambad",19.9594519,73.7591054,30,7,5
"AB Infra Limited, old MIDC",18.4159831,76.5356299,30,8,0
"Click Hotel, Rane Nagar",19.9625471,73.7652956,60,6,8
"Click Hotel, Cidco",19.9116134,75.348291,60,10,3
"Aurangabad Smart City, Himayat Bagh",19.8942375,75.3280838,60,5,3
"Navagauri Tyres, MIDC",18.206925,74.6085667,50,8,0
MH | Nashik | Nashik | Car mall,19.9519,73.7541,50,11,6
MH | Nashik | Nashik | Car mall,19.9519,73.7541,60,10,8
"Dion Automotives,Samantarpur",20.227001,85.840966,60,7,5
"GUGNANI AUTOCARS, Pratap Nagari",20.40517,85.879782,60,7,9
"Gramps Auto, Bampada",21.497869,86.88961,50,9,4
"Lankeswari Motors, NH 6 - Gopalpalli Chowk",21.498344,83.956558,60,7,3
"Lankeswari Motors, Hatpada",18.8580983,82.5899867,60,7,8
"Hotel Vivanta, Patrapada",20.240856,86.758382,50,6,3
"DN Group Corporate Office, Nayapalli",20.296189,85.8040445,60,9,8
"GUGNANI AUTOCARS, Mancheswar Industrial Estate",20.3066647,85.8528189,50,10,3
"GUGNANI TYRES, Nayapalli",20.2854839,85.8093251,60,7,1
"Trupti Automotives, NH 16 - Manguli Chowk",20.529316,85.949237,50,11,4
"Trupti Automotives, Mohammed Jamalpur",20.9187324,86.2169827,60,10,6
"Trupti Automotives, Angul",20.8317557,85.2416603,50,9,9
"Trupti Automotives, NH 53 - Duburi",20.9502562,85.989753,30,10,2
"CSM Technologies, Khorda",20.3395267,85.80065,50,7,2
"CSM Technologies, Acharya Vihar",20.2996381,85.8309336,50,6,9
"Samal Equip, Nuahata",20.832862,85.2382584,50,8,4
"Ginger Hotel, Nayapalli",20.3,85.82,30,5,1
"IOCL - MC2, Industrial Area II",30.69649,76.79662,30,10,8
"Holiday Villa, Poladpur Road",18.6209574,73.8299842,60,9,5
"FPL Vehicles, Ariyankuppam",11.8945141,79.8026819,50,6,3
MG MOHALI SECTOR 82,30.661356,76.731482,50,6,8
"Gitansh Motors, GT Road Jugiana",30.857873,75.936632,30,9,6
"RSA Motors, Industrial Area II",30.6990516,76.7855313,60,11,7
"IOCL - COCO IT Park, Bhagwanpura",30.731143,76.836682,30,7,4
"IOCL - COCO 65, Sec -65",30.679836,76.746633,50,5,3
"Dada Motors, Heera Singh Nagar",30.9491373,75.826643,50,10,3
"One Earth Avaas, Amritsar",31.6461759,74.878269,60,6,7
"Shiv Shanker Motors, Hukumpet",16.9833296,81.7980427,60,7,5
"GPS Automobiles, Tonk Road",26.833144,75.7951,30,11,8
"Chambal Motors, Madri Industrial Area",24.574885,73.746285,50,9,4
"GPS Automobile, Parbatpura",26.4267566,74.6819745,30,9,4
"Shree Shyam Motors, VKI Area",26.972289,75.777332,30,11,7
"First Mobital, Tonk Road",26.7775967,75.8392813,50,9,6
"Roshan Motors, Adarsh Nagar",26.9013221,75.8354512,30,11,6
"Chambal MotoCorp, Surajpole",24.581106,73.696687,50,7,7
"Four Points By Sheraton, Tonk Road",26.8643722,75.7957703,50,11,9
"Yaksh The Art People, Delhi-Jaipur Highway",27.1590851,75.9603844,60,5,6
"Yash Motors, Subhash Nagar",25.38240223,74.61958377,60,8,1
"Yash Motors, Chittorgarh",24.8276645,74.6272935,60,5,2
"Umaid Lake Resort, Kalakho ",26.912864,76.466964,60,6,0
"Rajshree Resort, Saladwas",27.2377252,75.9485975,60,9,0
"Bravia Hotel, Vaishali Nagar",26.487745,74.6293164,50,9,7
"Dusk View Resort, near Bisalpur Dam",25.936068,75.458672,30,7,9
"Hotel Shemron, Neemrana",28.0088483,76.4639783,50,6,9
"Click Hotel, Raja Park",26.8923514,75.8257073,60,7,7
"Roshan Motors, Shahpura",27.4914624,76.0530077,50,5,3
"Click Collection, Sindhi Camp",26.9206169,75.7975173,30,10,9
JhalamandGarh Jodhpur,26.20977,73.0650083,60,6,9
RnB Shanti Seva Niketan,27.7363007,74.7426386,30,8,8
"Ginger Hotel, Civil Lines",26.9013484,75.7850126,60,7,6
"Sp Motors, Madri",24.57444,73.72351,50,6,8
"Visvakarma Hotel, Jhunhunnu",27.3449069,75.6020031,60,8,5
"Rangeet Auto, Rumtek Road",27.305524,88.585965,50,11,6
GJ | Surat | Kamrej ,21.221,72.8733,30,5,6
ADYAR ANANDA BHAVAN,11.591985,78.627219,30,11,4
SREE ANNAPOORNA HOTEL,11.175093,77.263374,60,8,0
BROOKFIELDS MALL ,11.008935,76.95954,60,7,3
HOTEL SURYA COMPLEX,12.582141,78.157101,50,10,2
SHREE SARAVANA BHAVAN,11.519342,77.935042,60,7,1
Aswins Veg Restaurant,11.2064644,78.8812406,60,5,9
Cafu00c3u00a9 Udupi Ruchi,11.7194357,79.3364597,60,10,8
Hotel Kodai International,10.2428087,77.4983634,60,7,9
D square Mall,12.6462747,78.0470111,50,5,5
ADAYAR ANANDA BHAVAN,12.297694,79.73365,50,11,3
EESL High court station,13.088249,80.285359,30,10,8
EESL High court station,13.088249,80.285359,60,7,8
EESL Chennai Egmore metro,13.079097,80.261538,50,6,8
EESL Chennai Egmore metro,13.079097,80.261538,60,11,5
EESL Saidapet Metro station,13.0237,80.2282,50,7,2
EESL Tirumangalam Metro station,13.0853,80.2016,30,6,9
EESL Thirumangalam Metro,13.0853,80.2016,50,6,0
Adyar Ananda Bhavan I Rasipuram,11.4922712,78.1535774,30,11,8
Ganpat Grand I Palani,10.4425816,77.5203903,30,6,8
Aasai Aasai Anandha Bhavan | Omalur,11.7592238,78.4273441,30,5,4
Hotel Temple City I Thirumangalam,9.7590386,77.9791582,60,8,6
Hotel Temple City I vadippatti,10.0804337,77.9776792,30,9,4
Relux Experience Centre (ABS e-auto & Charger),13.00777749,80.20730884,30,6,2
Hotel Aishwarya Bhavan (Safa Electric),12.24034498,79.66228159,50,9,2
RR Charging Station (RR Charging Station),12.77988445,78.71776971,50,11,3
Hotel Sangeetha (Duriyam Charging Station),11.19362344,78.10483415,50,6,2
Hotel Temple City Lake (Inn KSN Charging Station),9.987081053,78.24154444,30,10,8
Alps Residency - A Bergamont Group of Hotel-,12.54250304,78.20153274,60,5,5
Sri Durga Bhavan Elite (Devika Yogaraajan Charging Station),12.9023796,78.93386744,60,6,4
RMS Towers (Ero_G Electric Charging Station),11.30199446,77.60004376,50,8,3
Radisson Blu Resort Temple Bay I Mamallapuram,12.6238399,80.1945931,50,9,4
Spencer Plaza Mall | Chennai,13.0615444,80.2614559,60,9,6
"LAKSHMI Motors, Thoraipakkam",12.92976,80.23164,50,10,9
"Ginger Vadapalani, NGO Colony",13.05647,80.21116,30,7,1
"Gurudev Tata Motors, Arumbakkam",13.07656,80.2021,60,9,9
"FPL Vehicles, Annasali",13.03001,80.24211,60,6,0
"PPS Motors, Chinniyampalayam",11.04991,77.05765,30,5,7
"PPS Motors, Thirumangalam",9.862428,78.021557,30,5,4
"FPL Vehicles, Perumugai",12.945336,79.200662,30,5,2
"Sree Gokulam Motors, Zamin Pallavaram",12.950258,80.176003,50,5,2
"Vivera Hotels & Resorts, Bhuvanagiri",17.522471,78.924306,60,9,6
"Tanishq, Cathedral road Gopalpuram",13.04774,80.25418,30,6,9
"True Sai Motors, Avaragere",12.5306064,78.2375165,50,9,5
"True Sai Motors, Narasothipatti",11.682985,78.1260402,60,8,6
"SR Tranzcars, Saibaba Koil",11.022849,76.951635,50,6,7
"Lakshmi Motors, Ambattur",13.0883447,80.1704698,60,8,3
"Lakshmi Motors, Velachery",13.0080236,80.22165,50,8,7
"IOCL COCO Chengampalli, Salem-Kochi Highway",11.213022,77.441968,30,9,2
"Fairfield by Marriott, Mahindra World City",12.730596,80.00463,50,7,1
"Four Points by Sheraton, Chennai OMR",12.875613,80.227372,50,8,9
"IOCL Shanthi Social Services, Singanallur",11.00269216,77.0387079,50,11,9
"Motel Mamalla, SH 49",12.6325138,80.1958391,50,7,3
"Pumpkin Tales, Alwarpet",13.033655,80.255285,50,5,4
"Chima Cars, Kappalur",9.938364,78.150085,60,11,8
"Kaveri Auto Garage, Seelapadi",10.3811273,77.99681425,60,6,2
"Kaveri Auto Garage, Paravai Bit 1 village",9.9642326,78.0650107,50,7,8
"Sree Gokulam Motors, Kattuppakkam",13.0417246,80.1258208,50,6,4
"Gateway Coonoor - IHCL SeleQtions, Coonoor",11.3459974,76.801575,30,10,0
Hotel Marigold,17.437257,78.4522943,30,5,9
"Tejaswi Motors, Madhapur",17.45345,78.38334,30,11,5
"Venkataramana Motors, ECIL",17.48081,78.57715,50,5,3
"Westside, Somajiguda",17.4226,78.46136,30,9,5
"Croma, Attapur",17.359176,78.426285,60,11,6
"Croma, Kompally",17.531882,78.485644,50,6,9
"Sarath City Capital Mall, Whitefields",17.457774,78.36396,60,7,4
"7 Food Court, NH 65 -Rayangudem",17.150628,79.577475,50,6,4
"Hotel Vididhi, Kothagudam",16.991031,79.44047,50,10,0
"Select Cars, Hyderabad Rd - Kothirampur",18.417928,79.13639,30,5,4
"Orange Auto, Hafeezpet",17.490308,78.354536,30,10,2
"Fairfield by Marriott,Gachibowli",17.423858,78.347334,50,9,6
"Malik Cars, Old Bowenpally",17.478362,78.4737723,50,9,2
"Daspalla Hotels, Jubilee Hills",17.4368304,78.3983261,50,5,9
IOC MADINAGUDA,17.494851,78.336467,30,7,8
HMR MADHAPUR,17.435968,78.40003,50,7,4
MG HYDERABAD JUBILEE HILLS,17.523923,78.430328,50,10,0
HMR BEGUMPET,17.438229,78.457263,60,9,3
IOC BEGUMPET,17.444838,78.466949,50,8,9
"Shree Dev Wheels, Acharya Nagar",26.755089,82.141261,60,6,5
AARGO ASLI PAPPU DHABA,27.832687,77.418785,30,10,2
"Sagar Motors EV, Surajpur",28.45782,77.52322,60,6,2
"Society Motors, MACROBERTGANJ",26.482346,80.329394,60,5,6
"Beeaar Autowheels, Chinhat",26.872061,81.036465,50,6,2
"NRL Cars, Nagla Padi",27.21132,77.99742,60,9,7
"Keshav Raj, Rampur Road",28.382444,79.3860164,50,7,5
"Sara Automobile, Dobhi",24.525355,84.932182,50,6,1
"Ashok Auto Sales, Civil Lines",27.200798,78.008796,60,11,1
"MIDAS, Muzzafarnagar",29.4585464,77.7397628,50,10,4
"SRM Motors, Vikas Nagar",26.900894,80.964231,30,6,2
"Sagar Motors, Sector 5 Noida",28.59093,77.31969,30,8,8
"One Awadh Centre, Gomti Nagar",26.86372513,81.01027566,50,9,4
"Pacific Mall, Sahibabad",28.6461808,77.3207891,30,5,2
"Puneet Automobiles, Faizabad Road",26.892843,81.0728,60,5,9
"HPCL - Badarpur Service Station, Gazipur",28.6197025,77.3411839,30,7,0
IOCL - Tyagi Brothers Service Station,28.6195483,77.4838183,50,6,8
IOCL - Vibhor S Station,28.7712124,78.0976854,30,8,3
IOCL - Agarwal  Service Station,29.4118349,77.7006719,60,8,5
"Bikano Restaurant, NH-58",29.5248148,77.7195782,30,6,3
"Fun & Food Carnival, NH 58",29.3097043,77.7221041,50,7,1
"Devarana, Delhi-Dehradun Highway",29.3313177,77.721274,60,5,7
"GenX Agra, NH 19",27.22078133,77.93095398,30,8,7
"GenX Le Crescent, Indirapuram",28.6466309,77.384303,60,6,8
GenX Corbett Tiger Den,29.313755,79.1950917,50,6,3
Sparsh Hotels by Clarks Collection,28.3826,79.386066,50,11,6
"Grand Vehicles, Mahobewala",30.2683877,77.984897,60,10,7
"Pacific Mall, Rajpur Road",30.3662595,78.070528,60,10,0
"One Earth Haridwar, Motichur",29.9787383,78.1818067,60,11,2
"Gardenia SPA & Resort, Sec 11",29.9512388,78.0759131,60,9,4
"Hotel Flora, Shivalik Nagar",29.9276885,78.0648679,50,7,4
Clarks Collection Epicure,30.3430197,77.9539417,30,8,2
"Auto Hi-Tech, Southern Avenue",22.531074,88.385612,60,9,3
"Banerjee Automobiles, NH 2 Chandul",23.2738959,87.8094992,50,11,2
"Rangeet Auto, NH 31",26.323416,89.484913,50,5,3
"Rangeet Auto, Sevoke Road",26.750937,88.439995,50,11,0
"Tata Steel, Park Street",22.547449,88.349602,60,11,7
"Lexus Motors, New Town",22.620585,88.461154,50,6,4
"IOCL Drive-In, Belgachia",22.607396,88.392281,50,5,3
"IOCL RO u00e2u0080u0093 Basanti Hwy, Bayarmari",22.4380501,88.763395,50,10,6
"Hotel Artland, Old Digha Purba",21.624423,87.528599,50,10,3
"IOCL - PIONEER AUTO SERVICE, Bagdogara",26.7006026,88.3293524,50,9,6
The Golkonda Hotel,17.4,78.45,50,6,5
Sri Sai Dhaba - Jedcharla,16.42,77.94,50,7,5
Palm Meadows,17.56,78.48,50,7,8
Sohini Tech Park,17.42,78.35,30,9,3
Hotel Gangothri,13.83,77.74,50,6,9
Exotikka Restaurant,14.65,77.58,50,10,2
"Magenta TTC, Turbhe",19.0685788,73.022744,30,7,4
The Fern An Ecotel Hotel,18.76284112,73.4267514,60,9,1
"Hotel Fern Zinc, Whitefield",12.9778518,77.7566714,50,5,0
Amanora Park Town,18.51848416,73.94137686,60,10,0
"Magenta TTC, Turbhe",19.0685788,73.022744,50,10,5
Xavier Institute of Engineering,19.04527839,72.84168159,30,10,7
"HPCL auto care, Sajgaon",18.79344,73.297239,30,5,6
"Magenta TTC, Turbhe",19.0685788,73.022744,50,10,1
"UK 27, The Fern",15.87491249,74.51340824,50,6,8
Fern Residency Karad,17.2976094,74.16633302,60,5,1
"Anjappar Chettinad A/C Restaurant, Nazarathpettai",13.04691388,80.0793241,60,8,8
"Ocean Spray Resort, Manjakuppam",12.06587465,79.88027083,30,6,5
"Prashanth Charging Station, Chidambaram",11.40802995,79.67390344,30,11,9
Hotel Gem Park,11.42,76.7,60,11,2
Hotel Aryaas Veg | Pallikonda,12.9071309,78.9620183,30,5,6
Hotel Sri Nanjundeshwara I Tumkur,13.2852419,77.1829955,30,7,3
Cassia Restaurant I Alappuzha,9.5188743,76.3274171,30,10,6
Wyte Portico Hotel I Adoor,9.1621728,76.7219365,50,5,3
Hotel Kalyan Grand I Vandalur,12.8735113,80.0785537,30,7,4
Hotel Subbanna | Karur,10.9577783,78.0605855,30,11,6
A S M ABDUL CADER AND CO,12.99431,80.18706,30,6,5
"BP,GHAR-MARAIMALAI NAGAR",12.78326,80.01671,30,5,3
SAKTHI MADUMALAR AGENCIES,12.43395,79.83235,50,11,4
SRI VENNI AGENCIES,12.16381,79.61146,50,5,0
RAVIE AGENCIES,12.06382,79.54755,50,6,5
BP-ULUNDURPET,11.71881,79.33575,60,5,2
BP-TRICHY,11.03248,78.80801,50,5,3
KARTHIK AGENCIES,11.00462,78.78876,60,11,5
SRI RAJAN ENTERPRISES,10.02184,78.31352,50,5,1
BP-OTHAKKADAI,9.9445,78.15418,50,10,0
Charge Zone,20.38000422,72.914853,60,10,5
Charge Zone,19.62751783,73.44803503,60,8,8
Charge Zone,18.79104859,73.29845541,60,10,5
Charge Zone,19.133659,72.900817,30,11,9
Charge Zone,18.9862222,72.8149436,50,6,5
Charge Zone,27.857413,76.2640464,50,7,2
Charge Zone,28.0236646,77.9738421,30,6,1
Charge Zone,12.9792332,77.728456,50,6,9
Tata Power ,22.52299,88.29081,60,11,8
Tata Power ,23.498815,87.377675,50,10,1
Tata Power ,21.623312,87.508939,30,10,3
Tata Power ,29.006961,79.401351,30,6,7
Tata Power ,29.458587,79.145012,30,10,4
Tata Power ,29.947655,78.155635,50,9,4
Tata Power ,29.947749,78.075249,30,11,3
Tata Power ,28.592257,77.322172,30,11,5
Tata Power ,28.346036,77.513608,60,8,7
Tata Power ,28.9482803,77.6754855,60,8,2
Tata Power ,26.7737236,80.9005077,50,7,3
Tata Power ,23.8620683,91.2822391,50,8,0
Tata Power ,17.517565,78.380926,30,11,1
Tata Power ,17.561621,78.4303171,30,7,7
Tata Power ,12.7170751,77.876026,30,5,4
Tata Power ,26.88776,75.7680401,60,9,5
Tata Power ,26.9142719,75.7533201,30,9,1
Tata Power ,26.409926,74.661819,30,7,2
Tata Power ,31.599201,74.89145,30,9,8
Tata Power ,20.97918833,86.0273,60,7,6
Tata Power ,11.630305,92.724835,60,6,2
Tata Power ,26.1474785,91.8145291,50,8,1
Tata Power ,25.7952561,87.5593019,60,5,0
Tata Power ,21.255366,81.62943,50,10,2
Tata Power ,18.095949,75.068207,50,9,1
Tata Power ,18.567199,73.812297,50,10,2
Tata Power ,18.98164,73.11555,30,6,7
Tata Power ,19.03639,73.029907,50,7,0
Tata Power ,28.7036992,77.2044734,30,8,6
Tata Power ,28.709831,77.17765,60,11,0
Tata Power ,28.6912791,77.1523963,50,9,7
Tata Power ,21.154062,79.013159,60,6,8
Tata Power ,18.92279506,72.83351898,50,8,1
Tata Power ,28.6981417,77.1164514,50,9,0
Tata Power ,28.6321091,77.1372683,60,5,3
Tata Power ,19.118831,72.87823,60,6,2
Tata Power ,28.735847,77.093263,60,5,3
Tata Power ,28.6591233,77.1436388,50,11,9
Tata Power ,28.6449172,77.2025135,60,8,0
Tata Power ,19.094122,72.85223,30,8,9
Tata Power ,23.076996,72.5896645,60,8,2
Tata Power ,23.047141,72.531013,60,10,6
Tata Power ,22.922329,72.711943,30,9,9
Tata Power ,23.03577,72.51,60,6,5
Tata Power ,22.973461,72.582288,50,10,7
Tata Power ,22.269902,70.741577,30,8,7
Tata Power ,20.414322,72.91809,50,9,2
Tata Power ,28.3628,77.314851,50,5,7
Tata Power ,19.068262,72.890964,60,9,8
Tata Power ,18.90173,73.23436,30,11,4
Tata Power ,19.26433634,74.82719974,60,6,8
Tata Power ,23.1891128,77.4515544,50,10,6
Tata Power ,9.2744022,76.7637408,60,10,5
Tata Power ,10.0297934,77.0458592,50,7,8
Tata Power ,28.3904593,76.9592003,30,6,9
Tata Power ,28.411072,77.040546,30,9,2
Tata Power ,32.7064117,74.8792033,50,7,6
Tata Power ,12.885716,74.843476,60,11,1
